stem,grid,eff_res_ang,supercell_na,supercell_nb,supercell_nc,cif_n_sites,cif_radius_fallback_count,cif_radius_fallback_fraction,cif_low_confidence,cif_mask_void_fraction,metal_n_detected,metal_n_true,metal_detection_rate,metal_false_positives,metal_n_peaks,metal_precision,metal_recall,metal_f1,vox_vf_t05,vf_error_zeo_t05_pct,vf_error_cif_t05_pct,vox_vf_t10,vf_error_zeo_t10_pct,vf_error_cif_t10_pct,vox_vf_t20,vf_error_zeo_t20_pct,vf_error_cif_t20_pct,zeo_void_fraction,cif_proxy_void_fraction,zeo_sasa_m2g,vox_surface_area_ang2,cif_surface_area_ang2,surface_area_proxy_error_pct,vox_psd_peak_t05_ang,vox_psd_width_t05_ang,vox_psd_peak_t10_ang,vox_psd_width_t10_ang,vox_psd_peak_t20_ang,vox_psd_width_t20_ang,vox_psd_peak_ang,vox_psd_width_ang,cif_psd_peak_ang,cif_psd_width_ang,psd_peak_error_vs_cif_ang,psd_peak_error_vs96_ang,n_pore_components,largest_void_frac,channel_entropy,ssim_vs_cif,psnr_vs_cif,mi_vs_cif,ssim_vs96,psnr_vs96,mi_vs96
DB5-hypotheticalMOF_13592_1_1_0_14_13_5_repeat,64,0.717178875,3,3,3,190,0,0.0,False,0.518646240234375,191.0,216.0,0.8842592592592593,25.0,216.0,0.8842592592592593,0.8842592592592593,0.8842592592592593,0.5979690551757812,,15.294204177699322,0.6899909973144531,,33.03692262430126,0.8046035766601562,,55.13533392174169,,0.518646240234375,,29465.827223696066,10107.918527441612,191.51231426826786,0.639959088713266,0.5986583428348612,0.6758721266623052,0.6338365152444214,0.7209788208369541,0.6817425280955302,0.6758721266623052,0.6338365152444214,0.6846147618789231,1.6848365792230267,0.008742635216617889,0.0666331759070794,1,1.0,3.356862582160755,-0.01344074137845257,2.95338576641345,0.00043850096426378826,0.3977931494791481,7.594417637236459,0.1850980916172842
DB5-hypotheticalMOF_13592_1_1_0_14_13_5_repeat,96,0.47811925,3,3,3,190,0,0.0,False,0.5188417787905093,201.0,216.0,0.9305555555555556,15.0,216.0,0.9305555555555556,0.9305555555555556,0.9305555555555556,0.8265708640769676,,59.310776014186175,0.8778121383101852,,69.18686470401143,0.9331269440827547,,79.84807357996505,,0.5188417787905093,,24806.999632741,10222.903330103554,142.66100178890878,0.5000290804893154,0.6722791640509949,0.7246109789421352,0.7035594536954847,0.7622778922561753,0.7401138354912324,0.7246109789421352,0.7035594536954847,0.6850841584111893,1.6808141087952744,0.039526820530945916,,1,0.9999995707962931,3.224729532937892,0.030252252889854836,3.0814676720735523,0.000174582200501483,,,
DB0-m2_o7_o27_f0_pcu.sym.23_repeat,32,1.520761875,3,3,3,84,0,0.0,False,0.860076904296875,0.0,54.0,0.0,12.0,12.0,0.0,0.0,0.0,0.74383544921875,,13.515239683497143,0.79058837890625,,8.079338608380938,0.85174560546875,,0.9686690558137885,,0.860076904296875,,8526.986400832113,4255.398692034469,100.38043478260872,1.3839141956785355,2.2050592798333812,1.4846912426687435,2.2439792916978214,1.5443409846007743,2.3781022240410805,1.4846912426687435,2.2439792916978214,1.8879816163694447,5.103931491536061,0.4032903737007012,3.045162921355063,1,1.0,3.4354278037371606,-0.05511353708701723,4.819859688809953,0.011616742108817357,0.1368081805545424,7.588898919505422,0.0575236698633983
DB0-m2_o7_o27_f0_pcu.sym.23_repeat,64,0.7603809375,3,3,3,84,0,0.0,False,0.8594856262207031,0.0,54.0,0.0,24.0,24.0,0.0,0.0,0.0,0.905242919921875,,5.323799759441479,0.9292221069335938,,8.113746011033736,0.9548759460449219,,11.098535788628062,,0.8594856262207031,,7955.167201589981,4308.012996514786,84.65977721111261,0.9088858505332176,2.4892022101331412,0.9370750314727706,2.534361993199708,0.9593690460006696,2.591906481626816,0.9370750314727706,2.534361993199708,4.401269177258546,5.182737876118781,3.464194145785775,0.02229401452789903,1,1.0,3.3051985305105958,0.23484689444287485,6.8901067232236475,0.0035159989297524064,0.6868368821290529,14.15251763114287,0.09399120575900766
DB0-m2_o7_o27_f0_pcu.sym.23_repeat,96,0.506920625,3,3,3,84,0,0.0,False,0.8592450177228009,0.0,54.0,0.0,24.0,24.0,0.0,0.0,0.0,0.9625153718171297,,12.01873178945153,0.9735514322916666,,13.303122184147693,0.9856070059317129,,14.706164784498913,,0.8592450177228009,,5991.221044974857,4365.895155656137,37.22778104767509,0.9542705030171329,2.6309932947226713,2.268646787395354,2.646536584826142,4.872523183401042,2.671202179508536,2.268646787395354,2.646536584826142,3.1415278485452456,5.198997967434129,0.8728810611498914,,1,1.0,3.249942138647469,0.4613374201955972,7.836075845670186,0.0011942670143429979,,,
DB0-m2_o4_o23_f0_nbo.sym.97_repeat,32,1.3783945625,2,2,2,156,0,0.0,False,0.829986572265625,38.0,48.0,0.7916666666666666,2.0,40.0,0.95,0.7916666666666666,0.8636363636363635,0.6856689453125,,17.38794720005883,0.754669189453125,,9.074530279074898,0.836700439453125,,0.808912747729529,,0.829986572265625,,9359.259953473045,5023.5248308937735,86.30862329803331,1.2990043304560983,1.279629275743476,1.406536667559421,1.3788457872531534,1.5445555355806446,1.4526922341974027,1.406536667559421,1.3788457872531534,1.1134322832480843,2.9737522982663274,0.2931043843113368,0.2507176894721401,1,1.0,3.4876443083123134,-0.056333243584892674,4.464482179129038,0.0034021479032437796,0.09575345639647939,6.9145434380161594,0.06169294161098515
DB0-m2_o4_o23_f0_nbo.sym.97_repeat,64,0.68919728125,2,2,2,156,0,0.0,False,0.8299560546875,42.0,48.0,0.875,6.0,48.0,0.875,0.875,0.875,0.885894775390625,,6.739961759082218,0.9164924621582031,,10.426625239005736,0.9521751403808594,,14.725970730989852,,0.8299560546875,,8630.620856405056,5236.796639618367,64.80725623582767,2.9917632455986665,1.5609975180950095,2.6691383714825037,1.585500057915203,1.4967248341529178,1.6476035307885466,2.6691383714825037,1.585500057915203,4.714425527137374,3.010350034883216,2.0452871556548704,1.1821642915115267,2,0.999995837721069,3.30340099466936,0.17337458710297546,6.245331421610468,0.0019703039928633537,0.6035836111389076,13.301911696538438,0.10020625807227534
DB0-m2_o4_o23_f0_nbo.sym.97_repeat,96,0.45946485416666666,2,2,2,156,0,0.0,False,0.8296734845196759,48.0,48.0,1.0,0.0,48.0,1.0,1.0,1.0,0.9557472511574074,,15.195588263341882,0.9702385796440972,,16.94221856515022,0.9847095630787037,,18.68639669119751,,0.8296734845196759,,6168.574363704659,5301.131788055704,16.36334674047231,0.625045321610175,1.6248549602458848,0.6372746057018472,1.6513195559007492,1.5106981518184757,1.6809371949644751,0.6372746057018472,1.6513195559007492,3.2593275441981415,3.0191596279976705,2.622052938496294,,1,1.0,3.1956355689120977,0.3851842993761272,7.108940584198092,0.0007609397697756481,,,
DB0-m2_o2_o25_f0_nbo.sym.29_repeat,32,1.87718875,1,2,2,324,0,0.0,False,0.90289306640625,39.0,48.0,0.8125,13.0,52.0,0.75,0.8125,0.78,0.760711669921875,,15.747312918272154,0.824615478515625,,8.669641046440885,0.8897705078125,,1.4533901169472048,,0.90289306640625,,14257.446942250072,8210.54161528489,73.6480686695279,1.9982363433895363,1.9735542203248104,2.077667216815542,2.1196597290171995,4.046854983877072,2.301692270261141,2.077667216815542,2.1196597290171995,2.3229025657111726,3.9016405714179863,0.2452353488956307,3.563667585625877,1,1.0,3.3298117416160333,0.05204984123897224,6.618125529991302,0.0037211091643813976,0.16841526932363138,8.621409220180773,0.06991768888809746
DB0-m2_o2_o25_f0_nbo.sym.29_repeat,64,0.938594375,1,2,2,324,0,0.0,False,0.9014358520507812,44.0,48.0,0.9166666666666666,24.0,68.0,0.6470588235294118,0.9166666666666666,0.7586206896551724,0.9124183654785156,,1.2183355479759295,0.9363441467285156,,3.872521222482713,0.9632949829101562,,6.862288727328125,,0.9014358520507812,,11878.856560139642,8473.06751671782,40.19546683302141,2.0383387289497326,2.378797043258445,4.5891650302572575,2.4316602869152497,2.817542439838939,2.5377414273118286,4.5891650302572575,2.4316602869152497,1.3522356881281432,3.937189119298913,3.2369293421291143,0.013477753043551033,3,0.9999416055222163,3.274048342693398,0.360632103717019,8.532234948629435,0.001790482195506704,0.7650376652267462,15.466168900539984,0.10879424238633628
DB0-m2_o2_o25_f0_nbo.sym.29_repeat,96,0.6257295833333333,1,2,2,324,0,0.0,False,0.9025856300636574,46.0,48.0,0.9583333333333334,22.0,68.0,0.6764705882352942,0.9583333333333334,0.7931034482758621,0.9585740831163194,,6.203118151649859,0.9705641004774306,,7.531525890676851,0.9838641131365741,,9.005071692442549,,0.9025856300636574,,9928.999753076276,8714.841930043447,13.932069368316997,3.932836122733693,2.465970416214581,3.3455327209475545,2.5042981603291543,5.358443242297177,2.595270888626313,3.3455327209475545,2.5042981603291543,4.972360635943596,4.004027065613072,1.6268279149960412,,1,1.0,3.2616744347060496,0.5684521731560723,9.336182238524621,0.000877309487412492,,,
DB0-m2_o12_o28_f0_pcu.sym.101_repeat,32,1.461023875,2,4,5,82,0,0.0,False,0.675323486328125,30.0,80.0,0.375,30.0,60.0,0.5,0.375,0.42857142857142855,0.39324951171875,,41.7687197794749,0.492950439453125,,27.005287179718923,0.623260498046875,,7.709340684170093,,0.675323486328125,,16094.814355432916,6811.479125754169,136.28956439987465,1.5209742732038785,0.4525631827965967,1.4244982781249997,0.6151810950303603,1.3918121704141382,0.7739593360655991,1.4244982781249997,0.6151810950303603,1.6936222536951004,2.753626011668613,0.2691239755701007,0.18262798437500027,1,1.0,3.5153559911034584,-0.018449126368829772,2.8367461098378883,0.000732031896083507,0.08205226936649661,3.745963536359666,0.06153762134613072
DB0-m2_o12_o28_f0_pcu.sym.101_repeat,64,0.7305119375,2,4,5,82,0,0.0,False,0.6753044128417969,12.0,80.0,0.15,52.0,64.0,0.1875,0.15,0.16666666666666663,0.7537193298339844,,11.61178803233405,0.81207275390625,,20.252842786693556,0.8865966796875,,31.28844752495382,,0.6753044128417969,,19267.349877417288,7094.312401894072,171.5886866255453,0.7454264940802289,0.8688034943134202,0.818572771229549,0.8844024910586901,0.838300246249374,0.9545816163410209,0.818572771229549,0.8844024910586901,1.0132150537937243,2.8759414648608685,0.19464228256417537,0.01972747501982508,1,1.0,3.286267129713732,0.018441803703397347,3.983651607601077,0.00030738467276036907,0.43141962116459925,9.85058113554481,0.1601587649351921
DB0-m2_o12_o28_f0_pcu.sym.101_repeat,96,0.4870079583333333,2,4,5,82,0,0.0,False,0.6754308629918981,6.0,80.0,0.075,58.0,64.0,0.09375,0.075,0.08333333333333331,0.9050417299623843,,33.9947253747628,0.9358633535879629,,38.55797904206647,0.9682978877314815,,43.36002998771709,,0.6754308629918981,,14738.637690470267,7196.416993406212,104.80522048645442,0.5775203951106425,0.9910773994247811,0.5964604992956386,1.02065973679792,1.1228279786262383,1.0842441340476288,0.5964604992956386,1.02065973679792,1.6936222536951004,2.9310702364237624,1.0971617543994618,,1,1.0,3.1683406239831955,0.14777457639130726,4.553903678599271,0.00010903984938570588,,,
